datetime,time_taken,question,answer,correct
2025-02-10 22:16:54,6.56,42 - 9,33,True
2025-02-10 22:16:58,3.99,25 + 96,121,True
2025-02-10 22:17:02,4.15,38 + 34,72,True
2025-02-10 22:17:04,1.7,100 - 93,7,True
2025-02-10 22:17:05,1.45,10 * 81,810,True
2025-02-10 22:17:12,6.35,675 / 75,9,True
2025-02-10 22:17:13,1.79,25 - 20,5,True
2025-02-10 22:17:28,14.16,8 * 47,366,False
2025-02-10 22:17:35,21.96,8 * 47,376,True
2025-02-10 22:17:37,1.68,72 - 60,12,True
2025-02-10 22:17:42,5.27,284 / 71,4,True
2025-02-10 22:17:47,4.34,61 - 33,28,True
2025-02-10 22:17:51,4.01,159 / 53,3,True
2025-02-10 22:17:53,2.78,62 - 31,31,True
2025-02-10 22:17:56,2.3,34 - 3,31,True
2025-02-10 22:18:07,11.62,49 - 18,31,True
2025-02-10 22:18:13,5.25,371 / 53,7,True
2025-02-10 22:18:16,2.88,69 - 40,31,False
2025-02-10 22:18:19,5.87,69 - 40,39,False
2025-02-10 22:18:20,7.39,69 - 40,29,True
2025-02-10 22:18:22,1.67,70 + 11,81,True
2025-02-10 22:18:24,1.76,12 / 3,4,True
2025-02-10 22:18:27,3.47,176 / 88,2,True
2025-02-10 22:18:30,2.42,89 - 3,86,True
2025-02-10 22:18:33,3.48,11 * 34,374,True
2025-02-10 22:18:38,5.11,238 / 34,7,True
2025-02-10 22:18:44,5.66,99 + 91,191,False
2025-02-10 22:18:46,7.74,99 + 91,190,True
2025-02-10 22:18:49,3.58,61 + 67,128,True
2025-02-10 22:18:52,2.39,1128 / 94,12,True
2025-02-10 22:18:53,1.38,100 / 25,4,True
2025-02-10 22:19:01,7.96,858 / 78,11,True
2025-02-10 22:19:07,5.57,25 + 34,69,False
2025-02-10 22:19:09,8.12,25 + 34,59,True
2025-02-10 22:19:16,6.42,7 * 27,189,True
2025-02-10 22:19:22,6.26,429 / 39,11,True
2025-02-10 22:19:34,11.5,11 * 77,847,True
2025-02-10 22:19:36,2.17,39 - 3,36,True
2025-02-10 22:19:50,14.23,155 / 31,5,True
2025-02-10 22:19:53,2.78,558 / 62,8,False
2025-02-10 22:19:58,7.58,558 / 62,9,True
2025-02-10 22:20:00,2.2,132 / 44,3,True
2025-02-10 22:20:05,5.23,8 * 32,256,True
2025-02-10 22:20:10,4.87,84 + 68,152,True
2025-02-10 22:20:14,3.53,88 + 23,131,False
2025-02-10 22:20:20,10.26,88 + 23,111,True
2025-02-10 22:20:25,4.8,5 * 49,245,True
2025-02-10 22:20:32,6.45,432 / 48,9,True
2025-02-10 22:20:40,8.15,5 * 97,485,True
2025-02-10 22:20:57,17.05,4 * 28,112,True
2025-02-10 22:21:02,5.65,91 - 29,60,False
2025-02-10 22:21:20,23.3,91 - 29,62,True
2025-02-10 22:21:31,10.9,6 * 81,426,False
2025-02-10 22:21:35,14.95,6 * 81,486,True
2025-02-10 22:21:37,1.83,330 / 33,10,True
2025-02-10 22:21:41,4.27,540 / 60,9,True
2025-02-10 22:21:51,9.56,7 * 87,609,True
2025-02-10 22:21:52,1.66,60 / 30,2,True
2025-02-10 22:22:02,9.46,8 * 15,120,True
2025-02-10 22:22:09,6.73,9 * 75,675,True
2025-02-10 22:22:10,1.38,12 * 10,120,True
2025-02-10 22:22:22,12.31,67 + 13,90,False
2025-02-10 22:22:27,16.99,67 + 13,80,True
2025-02-10 22:22:29,1.57,760 / 76,10,True
2025-02-10 22:22:32,3.48,35 + 13,46,False
2025-02-10 22:22:33,4.53,35 + 13,47,False
2025-02-10 22:22:36,6.94,35 + 13,48,True
2025-02-10 22:22:41,5.46,78 + 34,112,True
2025-02-10 22:22:44,2.94,67 - 13,54,True
2025-02-10 22:22:48,4.05,3 * 90,270,True
2025-02-10 22:22:56,7.73,18 + 66,84,True
2025-02-10 22:22:59,2.86,4 * 70,280,True
2025-02-10 22:23:10,11.1,85 - 58,27,True
2025-02-10 22:23:18,7.68,252 / 63,4,True
2025-02-10 22:23:21,2.92,6 * 50,300,True
2025-02-10 22:23:25,4.05,8 + 26,34,True
2025-02-10 22:23:28,2.91,76 - 71,5,True
2025-02-10 22:23:32,4.34,2 * 19,38,True
2025-02-10 22:23:35,3.39,98 - 58,40,True
2025-02-10 22:23:50,14.39,9 * 41,369,True
2025-02-10 22:23:53,3.08,244 / 61,4,True
2025-02-10 22:23:58,5.35,58 + 33,91,True
2025-02-10 22:24:04,6.02,93 - 58,35,True
2025-02-10 22:24:35,30.78,136 / 17,7,False
2025-02-10 22:24:39,34.71,136 / 17,8,True
2025-02-10 22:24:47,7.94,42 - 29,13,True
2025-02-10 22:24:51,3.8,3 * 32,96,True
2025-02-10 22:24:57,6.63,3 * 82,246,True
2025-02-10 22:25:01,3.36,33 + 15,48,True
2025-02-10 22:25:03,1.9,14 + 80,94,True
2025-02-10 22:25:09,5.95,57 + 74,131,True
2025-02-10 22:25:12,3.27,90 + 34,124,True
2025-02-10 22:25:15,3.36,693 / 99,7,True
2025-02-10 22:25:28,12.25,72 + 44,116,True
2025-02-10 22:25:29,1.59,11 * 9,99,True
2025-02-10 22:25:55,25.31,91 - 66,22,False
2025-02-10 22:25:56,26.67,91 - 66,32,False
2025-02-10 22:26:11,41.73,91 - 66,25,True
2025-02-10 22:26:22,10.68,696 / 87,8,True
2025-02-10 22:26:36,14.28,12 * 55,660,True
2025-02-10 22:26:42,6.38,47 + 65,112,True
2025-02-10 22:26:47,4.64,47 - 21,26,True
2025-02-10 22:26:53,6.25,61 - 17,44,True
2025-02-10 22:26:59,5.23,53 - 36,27,False
2025-02-10 22:27:01,8.14,53 - 36,17,True
2025-02-10 22:27:11,9.44,414 / 46,8,False
2025-02-10 22:27:13,11.01,414 / 46,9,True
2025-02-10 22:27:18,5.24,11 * 79,869,True
2025-02-10 22:27:33,15.54,5 * 84,420,True
2025-02-10 22:27:44,10.44,71 - 8,67,False
2025-02-12 07:59:07,5.8,10 * 42,420,True
2025-02-12 07:59:10,2.42,245 / 49,5,True
2025-02-12 07:59:14,4.68,28 + 39,77,False
2025-02-12 07:59:22,12.93,28 + 39,67,True
2025-02-12 07:59:26,3.31,69 + 61,130,True
2025-02-12 07:59:31,5.44,2 * 97,196,False
2025-02-12 07:59:36,9.76,2 * 97,195,False
2025-02-12 07:59:37,11.02,2 * 97,194,True
2025-02-12 07:59:38,1.63,78 / 39,2,True
2025-02-12 07:59:42,3.47,42 + 94,136,True
2025-02-12 07:59:44,1.59,76 - 26,50,True
2025-02-12 07:59:46,2.07,341 / 31,9,False
2025-02-12 07:59:48,4.71,341 / 31,11,True
2025-02-12 07:59:54,6.18,33 + 46,79,True
2025-02-12 07:59:58,3.31,490 / 98,5,True
2025-02-12 08:00:01,3.15,60 - 29,31,True
2025-02-12 08:00:05,3.76,47 - 11,36,True
2025-02-12 08:00:08,3.37,83 + 41,124,True
2025-02-12 08:00:13,4.53,4 * 34,136,True
2025-02-12 08:00:16,3.24,50 - 16,34,True
2025-02-12 08:00:30,13.74,352 / 88,4,True
2025-02-12 08:00:32,2.74,1089 / 99,11,True
2025-02-12 08:00:40,7.25,4 * 64,256,True
2025-02-12 08:00:43,2.8,294 / 98,5,False
2025-02-12 08:00:46,6.21,294 / 98,3,True
2025-02-12 08:00:50,3.96,288 / 24,7,False
2025-02-12 08:00:56,10.14,288 / 24,11,False
2025-02-12 08:00:58,11.54,288 / 24,12,True
2025-02-12 08:01:02,4.26,59 - 14,35,False
2025-02-12 08:01:05,7.01,59 - 14,45,True
2025-02-12 08:01:07,2.54,128 / 32,4,True
2025-02-12 08:01:11,3.43,95 - 22,73,True
2025-02-12 08:01:12,1.64,72 / 8,9,True
2025-02-12 08:01:20,7.59,73 - 29,44,True
2025-02-12 08:01:25,4.9,91 - 47,44,True
2025-02-12 08:01:26,1.67,120 / 20,5,False
2025-02-12 08:01:27,2.38,120 / 20,6,True
2025-02-12 08:01:31,4.12,50 + 62,112,True
2025-02-12 08:01:33,1.6,256 / 64,4,True
2025-02-12 08:01:38,5.02,49 - 18,31,True
2025-02-12 08:01:48,10.45,88 - 79,9,True
2025-02-12 08:01:53,5.07,8 * 52,416,True
2025-02-12 08:01:57,3.18,80 - 63,17,True
2025-02-12 08:02:02,5.12,76 + 91,157,False
2025-02-12 08:02:06,8.96,76 + 91,167,True
2025-02-12 08:02:18,12.53,595 / 85,6,False
2025-02-12 08:02:26,19.93,595 / 85,8,False
2025-02-12 08:02:27,20.92,595 / 85,7,True
2025-02-12 08:02:33,6.8,24 + 27,51,True
2025-02-12 08:02:36,2.34,477 / 53,9,True
2025-02-12 08:02:39,3.1,256 / 32,8,True
2025-02-12 08:02:47,7.92,61 - 25,46,False
2025-02-12 08:02:54,15.0,61 - 25,36,True
2025-02-12 08:02:55,1.57,36 + 100,136,True
2025-02-12 08:02:58,2.39,161 / 23,8,False
2025-02-12 08:03:00,4.88,161 / 23,7,True
2025-02-12 08:03:31,30.12,11 * 96,1056,True
2025-02-12 08:03:32,1.57,50 - 30,20,True
2025-02-12 08:03:34,1.82,40 + 51,91,True
2025-02-12 08:03:38,4.0,679 / 97,7,True
2025-02-12 08:03:44,5.91,624 / 78,8,True
2025-02-12 08:03:47,2.66,5 + 87,93,False
2025-02-12 08:03:47,3.46,5 + 87,92,True
2025-02-12 08:03:50,2.78,71 + 50,121,True
2025-02-12 08:03:53,2.83,80 - 48,32,True
2025-02-12 08:03:54,1.15,38 / 19,2,True
2025-02-12 08:03:55,1.28,10 + 81,91,True
2025-02-12 08:03:59,3.38,475 / 95,5,True
2025-02-12 08:04:01,1.62,670 / 67,10,True
2025-02-12 08:04:09,7.98,144 / 16,8,False
2025-02-12 08:04:10,9.94,144 / 16,9,True
2025-02-12 08:04:16,5.18,46 + 71,117,True
2025-02-12 08:04:17,1.23,144 / 72,2,True
2025-02-12 08:04:18,1.37,660 / 66,10,True
2025-02-12 08:04:22,4.01,74 - 25,49,True
2025-02-12 08:04:26,3.79,84 - 50,24,False
2025-02-12 08:04:27,4.75,84 - 50,34,True
2025-02-12 08:04:31,3.64,13 + 33,46,True
2025-02-12 08:04:36,5.37,57 - 24,33,True
2025-02-12 08:04:39,2.35,252 / 63,4,True
2025-02-12 08:04:42,3.81,99 - 29,60,False
2025-02-12 08:04:44,5.05,99 - 29,50,False
2025-02-12 08:04:46,7.22,99 - 29,70,True
2025-02-12 08:04:49,3.12,83 + 13,96,True
2025-02-12 08:04:53,4.32,58 - 38,20,True
2025-02-12 08:04:55,1.85,15 - 4,11,True
2025-02-12 08:04:57,1.44,8 * 3,24,True
2025-02-12 08:05:21,24.27,8 * 69,492,False
2025-02-12 08:05:35,38.14,8 * 69,552,True
2025-02-12 08:05:37,1.79,1188 / 99,11,False
2025-02-12 08:05:37,2.36,1188 / 99,12,True
2025-02-12 08:05:44,6.75,54 + 95,149,True
2025-02-12 08:05:51,6.82,11 * 97,1067,True
2025-02-12 08:05:55,4.56,54 - 23,37,False
2025-02-12 08:05:59,7.89,54 - 23,31,True
2025-02-12 08:06:00,1.29,270 / 27,10,True
2025-02-12 08:06:02,1.67,77 - 72,5,True
2025-02-12 08:06:03,1.26,142 / 71,2,True
2025-02-12 08:06:04,1.39,360 / 90,4,True
2025-02-12 08:06:07,2.36,328 / 82,4,True
2025-02-12 08:06:09,1.85,54 + 44,98,True
2025-02-12 08:06:12,3.31,2 * 26,52,True
2025-02-12 08:06:15,3.22,96 / 8,9,False
2025-02-12 08:06:16,4.08,96 / 8,12,True
2025-02-12 08:06:20,4.08,14 + 68,92,False
2025-02-12 08:06:21,5.24,14 + 68,82,True
2025-02-12 08:06:23,1.36,4 * 5,20,True
2025-02-12 08:06:25,1.94,280 / 56,5,True
2025-02-12 08:06:28,3.34,12 * 99,1198,False
2025-02-12 08:06:34,9.05,12 * 99,1188,True
2025-02-12 08:06:36,2.51,90 + 28,118,True
2025-02-12 08:06:43,6.5,11 * 82,1002,False
2025-02-12 08:06:50,13.86,11 * 82,902,True
2025-02-12 08:06:52,2.12,52 + 5,56,False
2025-02-12 08:06:54,3.82,52 + 5,57,True
2025-02-12 08:06:58,4.56,6 * 57,335,False
2025-02-12 08:07:14,19.85,6 * 57,342,True
2025-02-12 08:07:19,5.24,13 + 94,107,True
2025-02-12 08:07:25,5.72,4 * 34,136,True
2025-02-12 08:07:28,3.63,27 - 19,9,False
2025-02-12 08:07:31,6.41,27 - 19,8,True
2025-02-12 08:07:33,1.44,6 * 5,30,True
2025-02-12 08:07:35,2.06,90 + 13,103,True
2025-02-12 08:07:37,1.87,168 / 21,8,True
2025-02-12 08:07:41,4.47,7 + 69,76,True
2025-02-12 08:07:42,1.38,96 / 32,4,False
2025-02-12 08:07:43,2.26,96 / 32,5,False
2025-02-12 08:07:44,3.28,96 / 32,6,False
2025-02-12 08:07:46,5.29,96 / 32,3,True
2025-02-12 08:07:49,2.4,2 * 90,180,True
2025-02-12 08:07:51,1.94,30 + 15,45,True
2025-02-12 08:07:54,2.81,270 / 30,6,False
2025-02-12 08:07:57,5.94,270 / 30,9,True
2025-02-12 08:08:00,3.2,325 / 65,4,False
2025-02-12 08:08:04,6.85,325 / 65,5,True
2025-02-12 08:08:07,3.27,53 + 73,126,True
2025-02-12 08:08:21,13.7,74 + 98,172,True
2025-02-12 08:08:22,1.38,10 * 8,80,True
2025-02-12 08:08:24,1.92,36 - 10,26,True
2025-02-12 08:08:27,3.27,87 - 21,56,False
2025-02-12 08:08:33,9.16,87 - 21,66,True
2025-02-12 08:08:35,1.63,32 + 9,41,True
2025-02-12 08:08:41,5.78,81 - 12,72,False
2025-02-12 08:08:45,10.15,81 - 12,69,True
2025-02-12 08:08:47,2.41,100 - 6,94,True
2025-02-12 08:08:52,4.5,588 / 49,6,False
2025-02-12 08:08:59,11.89,588 / 49,8,False
2025-02-12 08:09:07,20.07,588 / 49,12,True
2025-02-12 08:09:16,8.1,55 + 88,143,True
2025-02-12 08:09:17,1.57,935 / 85,11,True
2025-02-12 08:09:20,2.5,3 * 60,180,True
2025-02-12 08:09:34,14.25,82 - 65,17,True
2025-02-12 08:09:49,15.24,11 * 96,1056,True
2025-02-12 08:09:52,2.73,86 + 99,185,True
2025-02-12 08:10:06,14.07,9 * 37,332,False
2025-02-12 08:10:13,20.71,9 * 37,342,False
2025-02-12 08:10:23,31.5,9 * 37,333,True
2025-02-12 08:10:25,1.88,36 / 12,3,True
2025-02-12 08:10:29,3.46,102 / 17,5,False
2025-02-12 08:10:30,4.21,102 / 17,6,True
2025-02-12 08:10:32,2.54,25 + 10,35,True
2025-02-12 08:11:16,43.93,260 / 65,4,True
2025-02-12 08:11:20,4.11,61 + 40,121,False
2025-02-12 08:11:23,7.0,61 + 40,101,True
2025-02-12 08:11:25,2.24,55 + 14,69,True
2025-02-12 08:11:29,3.8,67 + 59,126,True
2025-02-12 08:11:38,9.35,79 - 56,17,False
2025-02-12 08:11:45,16.31,79 - 56,22,False
2025-02-12 08:12:12,42.92,79 - 56,23,True
2025-02-12 08:12:14,1.93,35 - 30,5,True
2025-02-12 08:12:24,10.26,91 - 17,74,True
2025-02-12 08:12:28,3.87,58 - 47,11,True
2025-02-12 08:12:32,3.91,4 * 94,256,False
2025-02-12 08:12:52,23.52,4 * 94,376,True
2025-02-12 08:12:55,3.6,12 * 99,1188,True
2025-02-12 08:13:00,4.71,35 + 91,126,True
2025-02-12 08:13:04,3.54,26 + 81,107,True
2025-02-12 08:13:07,2.9,66 / 22,3,True
2025-02-12 08:13:08,1.68,30 - 24,14,False
2025-02-12 08:13:09,2.66,30 - 24,16,False
2025-02-12 08:13:10,3.45,30 - 24,6,True
2025-02-12 08:13:14,4.41,100 - 19,81,True
2025-02-12 08:13:15,1.01,44 / 11,4,True
2025-02-12 08:13:27,11.38,462 / 66,7,True
2025-02-12 08:13:34,6.83,5 * 69,345,True
2025-02-12 08:13:54,20.27,4 * 87,358,False
2025-02-12 08:14:03,28.86,4 * 87,348,True
2025-02-12 08:14:06,3.24,85 + 17,102,True
2025-02-12 08:14:09,3.02,43 + 3,46,True
2025-02-12 08:14:13,4.49,5 * 72,310,False
2025-02-12 08:14:16,7.36,5 * 72,360,True
2025-02-12 08:14:23,6.35,44 + 37,81,True
2025-02-12 08:14:24,1.16,44 / 11,4,True
2025-02-12 08:14:29,4.81,480 / 60,8,True
2025-02-12 08:14:38,9.1,37 + 98,135,True
2025-02-12 08:14:42,4.13,679 / 97,7,True
2025-02-12 08:14:43,1.5,10 * 16,160,True
2025-02-12 08:14:56,12.2,6 * 84,448,False
2025-02-12 08:15:12,28.69,6 * 84,504,True
2025-02-12 08:15:35,22.42,504 / 84,6,True
2025-02-12 08:15:50,15.12,9 * 75,675,True
2025-02-12 08:15:52,2.46,264 / 22,12,True
2025-02-12 08:15:57,5.04,73 + 26,99,True
2025-02-12 08:16:02,4.7,522 / 58,9,True
2025-02-12 08:16:04,2.48,33 + 45,78,True
2025-02-12 08:16:09,4.55,47 - 14,34,False
2025-02-12 08:16:11,6.15,47 - 14,33,True
2025-02-12 08:16:15,3.98,61 - 32,29,True
2025-02-12 08:16:17,2.35,420 / 70,5,False
2025-02-12 08:16:18,2.85,420 / 70,6,True
2025-02-12 08:16:28,10.57,8 * 14,112,True
2025-02-12 08:16:31,3.33,85 - 6,79,True
2025-02-12 08:16:34,2.15,55 - 4,51,True
2025-02-12 08:16:55,21.29,6 * 78,468,True
2025-02-12 08:16:57,2.09,51 + 33,84,True
2025-02-12 08:17:02,4.49,11 * 97,106,False
2025-02-12 08:17:06,8.57,11 * 97,108,False
2025-02-12 08:17:24,27.16,11 * 97,1067,True
2025-02-12 08:17:46,21.47,9 * 61,549,True
2025-02-12 08:17:52,6.16,7 * 82,584,False
2025-02-12 08:17:54,8.03,7 * 82,574,True
2025-02-12 08:18:01,6.91,3 * 46,138,True
2025-02-12 08:18:04,2.93,5 + 43,48,True
2025-02-12 08:18:11,7.34,3 * 34,102,True
2025-02-12 08:18:16,5.19,9 * 25,225,True
2025-02-12 08:18:18,1.37,64 / 32,2,True
2025-02-12 08:18:25,7.7,395 / 79,5,True
2025-02-12 08:18:37,11.3,175 / 35,5,True
2025-02-12 08:18:41,4.57,47 - 14,33,True
2025-02-12 08:18:46,4.51,40 + 77,117,True
2025-02-12 08:18:52,6.36,560 / 80,7,True
2025-02-12 08:18:55,3.27,8 * 82,168,False
2025-02-12 08:19:00,8.33,8 * 82,178,False
2025-02-12 08:19:09,17.26,8 * 82,90,False
2025-02-12 08:19:24,31.89,8 * 82,80,False
2025-02-12 08:19:33,40.62,8 * 82,654,False
2025-02-12 08:19:41,49.2,8 * 82,656,True
2025-02-12 08:19:52,10.2,82 - 18,76,False
2025-02-12 08:20:10,28.52,82 - 18,64,True
2025-02-12 08:20:12,2.5,53 + 15,68,True
2025-02-12 08:20:15,3.04,44 + 63,107,True
2025-02-12 08:20:17,1.56,30 + 51,81,True
2025-02-12 08:20:20,2.64,59 - 53,6,True
2025-02-12 08:20:29,9.4,9 * 42,388,False
2025-02-12 08:20:39,18.97,9 * 42,378,True
2025-02-12 08:20:42,3.37,86 - 10,76,True
2025-02-12 08:20:46,4.05,11 * 45,495,True
2025-02-12 08:20:50,4.31,62 - 9,53,True
2025-02-12 08:20:55,4.28,62 + 80,142,True
2025-02-12 08:20:57,2.31,364 / 52,7,True
2025-02-12 08:21:03,5.99,5 * 35,175,True
2025-02-12 08:21:09,5.75,16 + 66,82,True
2025-02-12 08:21:15,6.61,7 * 28,196,True
2025-02-12 08:21:32,16.42,216 / 36,7,False
2025-02-12 08:21:34,18.06,216 / 36,6,True
2025-02-12 08:21:41,7.57,296 / 37,8,True
2025-02-12 08:21:46,5.19,561 / 51,11,True
2025-02-12 08:21:53,6.85,55 + 29,88,False
2025-02-12 08:21:56,9.82,55 + 29,84,True
2025-02-12 08:22:42,45.47,504 / 84,6,True
2025-02-12 08:22:48,5.86,65 + 29,99,False
2025-02-12 08:22:53,10.95,65 + 29,94,True
2025-02-12 08:22:57,4.74,79 - 49,30,True
2025-02-12 08:22:59,1.39,680 / 68,10,True
2025-02-12 08:23:00,1.59,138 / 69,2,True
2025-02-12 08:23:04,3.1,858 / 78,11,True
2025-02-12 08:23:07,3.81,73 - 13,60,True
2025-02-12 08:23:10,2.85,31 - 15,16,True
2025-02-12 08:23:13,2.65,10 * 78,780,True
2025-02-12 08:23:19,5.61,39 + 22,51,False
2025-02-12 08:23:22,8.57,39 + 22,61,True
2025-02-12 08:23:23,1.83,4 * 100,400,True
2025-02-12 08:23:27,3.6,2 * 61,122,True
2025-02-12 08:23:33,5.98,12 * 11,131,False
2025-02-12 08:23:38,10.79,12 * 11,121,False
2025-02-12 08:23:51,23.61,12 * 11,132,True
2025-02-12 08:23:58,7.65,5 * 35,175,True
2025-02-12 08:24:08,9.26,95 - 17,77,False
2025-02-12 08:24:17,18.51,95 - 17,78,True
2025-02-12 08:24:20,3.6,62 + 16,88,False
2025-02-12 08:24:24,7.09,62 + 16,78,True
2025-02-12 08:24:27,3.07,540 / 90,6,True
2025-02-12 08:24:36,8.66,8 * 53,418,False
2025-02-12 08:24:37,10.17,8 * 53,424,True
2025-02-12 08:24:42,4.95,69 - 33,36,True
2025-02-12 08:24:48,5.48,97 - 39,58,True
2025-02-12 08:24:51,3.53,58 + 54,112,True
2025-02-12 08:24:55,3.54,11 * 43,473,True
2025-02-12 08:25:01,5.82,98 + 97,195,True
2025-02-12 08:25:02,1.61,56 - 54,2,True
2025-02-12 08:25:05,3.18,73 - 33,40,True
2025-02-12 08:25:10,5.03,55 + 23,78,True
2025-02-12 08:25:13,2.63,88 + 2,90,True
2025-02-12 08:25:20,7.04,3 * 57,171,True
2025-02-12 08:25:23,2.83,40 + 33,83,False
2025-02-12 08:25:25,4.53,40 + 33,73,True
2025-02-12 08:25:34,8.8,55 - 28,pause,False
2025-02-12 08:27:45,139.84,55 - 28,37,False
2025-02-12 08:27:51,146.03,55 - 28,27,True
2025-02-12 08:28:15,24.52,392 / 98,4,True
2025-02-12 08:28:17,1.8,10 * 97,970,True
2025-02-12 08:28:19,1.99,93 - 62,31,True
2025-02-12 08:28:24,5.2,198 / 18,11,True
2025-02-12 08:28:36,11.51,5 * 69,345,True
2025-02-12 08:28:39,3.49,99 + 86,185,True
2025-02-12 08:28:42,3.03,63 - 37,27,False
2025-02-12 08:28:45,5.17,63 - 37,26,True
2025-02-12 08:28:48,3.46,693 / 77,8,False
2025-02-12 08:28:49,4.6,693 / 77,9,True
2025-02-12 08:28:56,6.79,4 * 73,292,True
2025-02-12 08:29:00,4.45,58 - 21,37,True
2025-02-12 08:29:04,3.2,696 / 87,8,True
2025-02-12 08:42:01,4.21,61 - 41,20,True
2025-02-12 08:42:04,2.55,11 * 2,22,True
2025-02-12 08:42:06,1.64,16 - 3,13,True
2025-02-13 21:46:54,64.54,574 / 7,82,True
2025-02-13 21:47:00,5.7,98 + 96,104,False
2025-02-13 21:47:04,9.37,98 + 96,194,True
2025-02-13 21:47:31,27.13,168 / 6,16,False
2025-02-13 21:47:56,51.96,168 / 6,28,True
2025-02-13 22:05:50,7.0,81 + 39,120,True
2025-02-13 22:05:57,6.97,210 / 5,42,True
2025-02-13 22:06:01,4.17,78 - 34,44,True
2025-02-13 22:06:04,3.14,77 - 30,47,True
2025-02-13 22:06:09,4.96,24 + 57,71,False
2025-02-13 22:06:10,5.79,24 + 57,61,False
2025-02-13 22:06:13,9.18,24 + 57,81,True
2025-02-13 22:06:17,3.55,37 + 19,48,False
2025-02-13 22:06:19,5.66,37 + 19,58,False
2025-02-13 22:06:24,10.51,37 + 19,56,True
2025-02-13 22:06:28,3.63,37 - 29,18,False
2025-02-13 22:06:29,4.95,37 - 29,16,False
2025-02-13 22:06:39,14.71,37 - 29,8,True
2025-02-13 22:06:47,7.92,6 * 79,474,True
2025-02-13 22:06:49,2.61,51 + 15,66,True
2025-02-13 22:06:58,8.46,276 / 6,46,True
2025-02-13 22:07:01,3.06,86 - 75,11,True
2025-02-13 22:07:21,20.24,441 / 9,59,False
2025-02-13 22:07:27,25.7,441 / 9,49,True
2025-02-13 22:07:29,2.25,10 * 50,500,True
2025-02-13 22:07:32,3.35,15 + 53,88,False
2025-02-13 22:07:34,5.45,15 + 53,78,False
2025-02-13 22:07:37,7.82,15 + 53,68,True
2025-02-13 22:07:46,9.08,297 / 9,33,True
2025-02-13 22:08:20,31.91,12 * 67,804,True
2025-02-13 22:08:23,3.27,8 + 61,67,False
2025-02-13 22:08:26,5.85,8 + 61,69,True
2025-02-13 22:08:29,2.9,2 * 74,152,False
2025-02-13 22:08:31,4.67,2 * 74,154,False
2025-02-13 22:08:34,7.84,2 * 74,144,False
2025-02-13 22:08:36,9.97,2 * 74,148,True
2025-02-13 22:08:38,2.21,50 + 60,110,True
2025-02-13 22:08:50,11.54,5 * 29,145,True
2025-02-13 22:08:56,6.2,336 / 4,84,True
2025-02-13 22:08:58,2.13,68 - 7,61,True
2025-02-13 22:09:03,4.46,418 / 11,48,False
2025-02-13 22:09:06,8.41,418 / 11,38,True
2025-02-13 22:09:08,1.65,63 / 7,9,True
2025-02-13 22:09:11,2.44,60 / 4,15,True
2025-02-13 22:09:41,30.14,783 / 9,86,False
2025-02-13 22:09:51,40.81,783 / 9,67,False
2025-02-13 22:10:45,2.81,64 - 10,54,True
2025-02-13 22:10:52,6.89,6 * 49,294,True
2025-02-13 22:10:54,2.3,78 - 58,20,True
2025-02-13 22:10:57,2.66,4 * 16,64,True
2025-02-13 22:11:08,10.64,342 / 9,38,True
2025-02-13 22:11:09,1.49,9 * 11,99,True
2025-02-13 22:11:17,8.04,8 * 92,736,True
2025-02-13 22:11:19,1.94,40 - 21,19,True
2025-02-13 22:11:21,1.7,880 / 10,88,True
2025-02-13 22:11:23,2.26,15 + 7,22,True
2025-02-13 22:11:41,17.74,376 / 4,94,True
2025-02-13 22:11:44,2.83,84 / 12,7,True
2025-02-13 22:11:49,5.03,88 - 38,50,True
2025-02-13 22:12:00,10.8,153 / 9,17,True
2025-02-13 22:12:05,4.77,41 + 16,57,True
2025-02-13 22:12:28,23.71,612 / 9,78,False
2025-02-13 22:12:35,30.54,612 / 9,68,True
2025-02-13 22:12:57,21.77,225 / 9,25,True
2025-02-13 22:13:04,3.02,220 / 11,22,False
2025-02-13 22:13:05,4.55,220 / 11,20,True
2025-02-13 22:13:21,15.97,594 / 9,66,True
2025-02-13 22:13:23,1.73,32 / 4,8,True
2025-02-13 22:13:25,1.86,57 - 52,5,True
2025-02-13 22:13:38,13.44,300 / 6,50,True
2025-02-13 22:13:39,1.08,12 / 3,4,True
2025-02-13 22:13:41,1.73,36 - 27,11,False
2025-02-13 22:13:42,2.85,36 - 27,9,True
2025-02-13 22:13:45,2.59,63 + 65,128,True
2025-02-13 22:13:48,2.93,90 - 35,55,True
2025-02-13 22:13:53,4.75,11 * 26,286,True
2025-02-13 22:13:54,1.75,4 + 8,12,True
2025-02-13 22:13:56,1.71,83 + 70,133,False
2025-02-13 22:13:59,4.34,83 + 70,153,True
2025-02-13 22:14:08,9.09,7 * 23,146,False
2025-02-13 22:14:13,14.41,7 * 23,161,True
2025-02-13 22:14:20,7.16,9 * 52,468,True
2025-02-13 22:14:23,2.32,57 + 51,128,False
2025-02-13 22:14:24,3.84,57 + 51,108,True
2025-02-13 22:14:29,4.41,79 - 34,45,True
2025-02-13 22:15:11,42.3,588 / 12,44,False
2025-02-13 22:15:50,81.46,588 / 12,49,True
2025-02-13 22:15:55,2.78,65 - 14,51,True
2025-02-13 22:15:58,2.81,86 - 26,50,False
2025-02-13 22:15:59,3.63,86 - 26,60,True
2025-02-13 22:16:12,13.4,12 * 47,564,True
2025-02-13 22:16:14,1.99,40 + 14,54,True
